0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.5072463768115942,0.0,0.0,0.3333333333333333,0.5555555555555556,0.1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.10033479406717331,0.07372812621946087,0.019321833082901453,0.005825583546679781,0.055239625146457624,0.41743500990108745,0.12522164230688318,0.0,0.0,0.0,0.0,0.0,0.0
0.10144927536231885,1.0,0.2,0.6666666666666666,0.40740740740740744,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.17514058286344691,0.17530586948038535,0.1340778287359794,0.08653932822356072,0.09235067170682351,0.4412984129988802,0.015913166304358715,0.009118391796253043,0.022445513515940055,0.008954670620631223,0.003553187899733639,0.0016683501492435677,0.0
0.014492753623188406,0.0,0.0,0.6666666666666666,0.11111111111111116,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.06695306754106398,0.06242109370815576,0.057883111737081834,0.03658700502701686,0.0924910370857028,0.44062727783397887,0.006626729310880258,0.005611318028463411,0.006209925406076749,0.0037068417708112688,0.003445825387655356,0.0007112240999042874,0.0
0.057971014492753624,0.0,0.0,0.6666666666666666,0.16666666666666674,0.4,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.035572827286099534,0.03576128790371329,0.026538586779550635,0.006768050374535685,0.05610911068784884,0.42075258098179946,0.011520391092233254,0.0,0.00523728648705268,0.0,0.011758751322859523,0.0,1.0
0.391304347826087,0.0,0.0,0.6666666666666666,0.2222222222222222,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.029273412601127723,0.027623897224793983,0.019959355494266223,0.007245609069187501,0.05587321887056557,0.0,0.0044979613916632435,0.0011397989745316303,0.0067186903791047236,0.001721033679305232,0.0,0.6531401678942849,1.0
0.5072463768115942,1.0,0.2,0.6666666666666666,0.12962962962962965,0.0,0.0,0.0,0.0,0.0,0.0,0.027553475116450107,0.025906131162342284,0.019321833082901453,0.005825583546679781,0.055239625146457624,0.41743500990108745,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2753623188405797,1.0,0.2,0.3333333333333333,0.20370370370370372,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.037417259132140224,0.04539837634762382,0.039310612688461435,0.02193923619072619,0.07589283103322565,0.43119328078156516,0.05104034140428559,0.035737081693776346,0.07623992757580972,0.05610040245710655,0.05722421893772463,0.019274929728789063,0.0
0.15942028985507245,0.0,0.0,0.6666666666666666,0.2407407407407407,0.30000000000000004,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.030001225790634956,0.027128461356002234,0.020539991290463057,0.005797119783422388,0.0552045338017378,0.4174128845659808,0.0,0.0021778928097973614,0.0,0.0,0.0,0.0,0.0
0.2753623188405797,0.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.31967279051238046,0.31044891463200025,0.301942383666872,0.018751294705898168,0.07122178314718675,0.4271676989774408,0.0,0.0,0.06151567070935305,0.0015886464732048295,0.0,0.0018915534571922537,1.0
0.20289855072463767,1.0,0.8,0.6666666666666666,0.462962962962963,0.2,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.03610144949742584,0.0317098084824742,0.02161691376381462,0.007675728158410331,0.055239625146457624,0.41743500990108745,0.005073980946274906,0.0041032763083138695,0.0,0.0,0.0,0.0,1.0
